"mrt_flow.中山","mrt_flow.北投","mrt_flow.北門","mrt_flow.古亭","mrt_flow.士林","mrt_flow.大橋頭","mrt_flow.松山"
4529,1210,754,1309,1598,777,2642
3440,835,519,1036,1111,666,1915
1308,489,236,552,533,454,1073
499,214,157,247,252,190,331
258,277,115,232,321,271,281
472,513,254,467,683,693,459
818,873,375,739,1229,473,794
1389,1182,612,1298,2414,670,1049
2804,1848,1041,1636,3518,933,1520
5061,2262,1352,2300,4553,1386,2047
4804,2082,1275,1923,4234,1276,1873
5661,2085,1590,2157,4945,1311,2178
6779,2496,1891,2494,5690,1519,2378
7599,2215,1894,2374,5260,1496,2283
7571,2168,1998,2319,4959,1442,2879
8957,2362,1792,2541,4986,1623,3370
7656,2103,1622,2246,4169,1396,3712
6321,1661,1162,1876,2722,1149,3323
5158,1427,944,1576,2117,1020,2989
5039,1241,859,1603,1895,844,2693
3753,971,602,1144,1183,729,1902
1381,534,300,608,584,454,1068
576,208,110,371,257,155,336
19,20,3,11,5,6,0
2,2,0,0,5,0,0
271,281,127,280,325,300,286
451,538,286,547,733,645,468
814,869,403,900,1237,499,619
1463,1259,538,1282,1837,661,860
2851,1568,888,1479,2685,878,1056
5239,2085,1261,2287,3333,1247,1627
5149,1855,1105,2012,3035,1181,1449
5594,1849,1583,2176,3584,1252,1607
6961,1963,1749,2507,3702,1412,1936
7890,1938,1805,2449,3549,1398,2063
7917,1887,1783,2350,3715,1331,2313
8969,2156,1785,2775,3735,1505,2805
8092,1889,1333,2406,3135,1448,3066
6128,1447,1089,1914,2301,1105,2662
5413,1229,824,1645,1888,846,2317
5169,1315,681,1716,1713,895,2201
3951,976,580,1428,1210,872,1751
1487,518,279,660,533,460,841
632,237,169,311,289,173,338
27,14,5,15,12,3,1
2,0,0,0,11,0,0
275,299,137,271,313,278,256
452,562,238,507,596,535,444
868,921,416,1093,1104,469,642
1614,1297,679,1419,1782,700,847
2972,1634,932,1833,2515,981,1131
5366,2217,1363,2423,3278,1319,1654
5283,1897,1146,2262,3125,1338,1499
6002,1875,1488,2495,3341,1342,1558
7094,2146,1647,2653,3779,1413,1886
7788,1869,1833,2510,3648,1400,1872
8219,1973,1868,2623,3482,1497,2203
9259,2306,1957,3232,3624,1489,2633
8447,1945,1519,2921,3207,1476,2864
6471,1526,1204,2144,2451,1097,2682
5776,1314,901,1776,1925,1185,2270
5449,1275,852,1837,1728,894,2193
4136,1077,688,1365,1408,797,1718
1697,556,321,783,642,448,872
405,160,94,237,208,116,242
19,7,1,4,4,3,0
2,3,0,0,3,0,0
283,316,117,270,291,255,228
413,498,262,470,580,522,414
786,856,387,982,999,454,664
1462,1405,580,1476,1719,687,864
2801,1629,820,1721,2370,930,1282
4696,2083,1184,2233,2985,1145,1514
4745,1954,1147,2260,3076,1128,1530
5502,1959,1494,2381,3439,1294,1677
6618,2066,1748,2677,3769,1339,1939
7023,1992,1768,2467,3720,1423,1953
7497,2005,1878,2673,3526,1354,2128
8376,2271,1759,2871,3660,1452,2724
7238,1926,1557,2544,3208,1512,2674
5510,1488,1197,2113,2264,1255,2196
4877,1297,831,1744,1796,1033,1986
4612,1138,733,1662,1561,878,1745
3139,826,474,1122,1008,671,1222
1022,390,265,543,474,349,668
349,158,105,242,206,93,187
13,7,5,8,3,2,0
2,4,0,0,3,0,0
423,591,281,598,623,365,508
1684,1796,1419,2510,2204,1411,2542
5700,3457,3181,6817,3809,2760,6731
3471,1884,1306,3754,2451,1369,3405
2788,1618,831,2312,2120,911,1469
3818,1635,922,2220,2484,968,1388
3957,1630,906,2531,2435,1001,1656
4510,1599,1081,2986,2752,1064,1600
4812,1613,1099,2576,2657,998,1686
4937,1632,1128,2591,2481,1056,1781
5497,1929,1378,3046,3044,1157,1899
7239,2312,2141,5050,3917,1753,3590
10635,3258,3214,7033,5049,2643,6704
7569,2614,1926,4476,3616,1743,5216
5149,1483,955,2553,2081,1071,2648
4697,1319,724,2349,1787,845,1996
3279,982,569,1623,1249,662,1365
1025,416,261,586,420,289,606
503,151,111,257,205,147,200
19,9,4,6,3,1,1
2,2,0,0,7,0,0
413,589,246,582,600,366,495
1677,1887,1407,2644,2396,1300,2537
5705,3629,3307,7284,4063,2832,6686
3437,2152,1499,4202,2907,1444,3504
3118,1794,1025,2442,2942,1078,1568
3899,1947,978,2472,2864,1036,1437
4364,1809,1060,2879,2788,975,1635
4746,1891,1198,3212,3237,1169,1622
5230,1753,1175,2705,3078,989,1543
4965,1742,1158,2572,3113,1054,1613
5582,2041,1409,3281,3566,1221,1992
7657,2650,2224,5350,4669,1806,3574
10675,3591,3209,7335,5124,2682,6612
7967,2796,1937,4881,3801,1876,5122
5340,1715,1007,2900,2269,1087,2705
5028,1365,815,2645,2033,978,2185
3593,1072,608,1836,1389,690,1521
1173,429,235,664,470,337,627
420,171,101,315,173,123,217
19,7,6,6,2,2,1
0,2,0,0,7,0,0
463,632,253,587,605,339,472
1723,2190,1478,2651,2479,1367,2485
5929,3694,3399,7442,4089,2785,6882
3438,2292,1506,4417,3093,1460,3760
3231,1786,914,2526,2642,992,1518
4029,1855,1018,2337,2676,1046,1458
4337,1896,1039,2727,2957,1116,1575
4488,1969,1252,3104,3227,1074,1593
5223,1822,1194,2700,2950,945,1525
5070,1681,1211,2552,2864,1121,1602
5395,2120,1428,3253,3500,1187,1940
7593,2892,2180,5205,4225,1701,3467
10686,3701,3204,7466,5157,2724,6510
7820,2730,2016,4700,3592,1725,5123
5151,1705,956,2679,2243,1053,2657
5074,1362,849,2766,1963,998,2193
3911,1065,608,1770,1391,695,1605
1147,461,260,588,525,308,588
419,137,115,266,194,114,222
13,8,4,8,4,1,0
0,0,0,0,12,0,0
443,594,247,580,629,377,505
1780,2127,1429,2609,2474,1403,2521
5810,3685,3341,7440,4151,2889,6778
3604,2087,1468,4201,2859,1457,3669
3098,1578,1026,2521,2312,1032,1445
3754,1764,944,2428,2376,954,1364
4088,1676,951,2889,2490,1010,1557
4385,1602,1180,3232,2682,1064,1608
4693,1593,1118,2713,2562,1002,1414
4739,1503,1075,2589,2483,1057,1472
5399,1737,1274,3198,3012,1230,1797
7633,2707,2175,5420,4143,1855,3371
10953,3543,3244,7643,5091,2756,6658
7649,2622,1760,4708,3545,1720,4978
5279,1606,1031,2800,2245,1144,2614
5017,1396,913,2950,2051,988,2163
3815,1017,547,1909,1445,684,1598
1141,429,229,640,499,308,673
663,219,143,386,248,166,269
25,12,4,6,4,2,2
0,0,0,0,8,0,0
431,619,262,567,614,356,513
1779,2125,1455,2684,2483,1353,2524
5773,3622,3254,7156,3992,2887,6613
3464,2126,1423,4257,2883,1395,3619
3245,1749,1008,2620,2508,1031,1448
4248,1861,921,2501,2674,1056,1427
4467,1879,1009,3059,2724,1051,1621
4972,1820,1274,3423,2925,1122,1701
5344,1710,1150,2928,2890,1046,1532
5371,1614,1333,2790,2740,1134,1706
6240,2050,1509,3512,3267,1282,2055
8593,2943,2445,5586,4393,2020,3876
12528,3559,3299,7824,5310,2789,6920
8815,2722,2009,4999,3690,1969,5357
5834,1675,1071,2959,2412,1292,2832
5943,1547,949,3034,2171,1264,2410
5041,1273,713,2392,1718,928,2051
1764,579,325,943,637,466,928
872,281,199,407,312,211,349
26,17,7,8,8,2,0
2,0,0,0,7,0,0
444,548,239,501,530,377,423
1292,1583,1151,2027,1671,1156,1811
4346,3075,2587,5270,3173,2139,4547
2880,1981,1210,3239,2577,1340,2503
3382,1822,1049,2510,2724,1144,1464
5089,2050,1080,2714,2889,1281,1625
5812,1953,1183,3047,3037,1320,1887
6614,1876,1595,3335,3430,1459,1888
7196,2112,1509,3173,3300,1289,1836
7511,1789,1692,3313,3066,1380,2030
8079,2132,1881,3434,3249,1500,2409
10977,2737,2460,5052,4271,2051,3933
13329,3245,3142,6429,4894,2674,5786
8614,2117,1723,3639,3106,1743,4134
6197,1453,1048,2460,2239,1167,2524
6312,1491,1007,2649,2115,1133,2639
5639,1349,749,2085,1765,1048,2130
1943,705,375,964,723,487,1014
365,144,132,256,198,111,194
9,8,11,6,0,2,0
0,1,0,0,5,0,0
304,277,127,366,296,282,239
472,596,303,800,643,660,552
996,897,440,1383,1109,535,707
1737,1241,575,1797,1669,757,1123
3047,1319,822,1928,1961,888,1152
5059,1743,1119,2292,2457,1221,1567
5253,1674,1187,2607,2476,1160,1673
5824,1863,1326,2760,2720,1240,1623
6846,1675,1565,2749,2798,1204,1788
7687,1745,1635,2758,2614,1353,2012
7770,1937,1555,2825,2870,1270,2126
9026,2186,1963,3431,3565,1558,2612
7206,1872,1420,3288,2798,1427,2588
5915,1546,1026,2357,2056,1216,2150
5249,1292,902,2016,1833,1152,1896
4860,1143,781,1999,1577,1027,1737
3351,933,520,1302,1171,704,1308
1064,405,265,556,511,340,611
481,193,87,297,173,148,239
20,10,4,5,3,6,0
2,0,0,0,8,0,0
428,639,265,627,689,545,502
1727,2111,1491,2782,2628,1603,2437
6016,3574,3461,7441,4081,3046,6960
3758,2068,1475,4235,2576,1447,3710
3060,1496,980,2319,2031,914,1477
3720,1475,926,2252,2139,921,1403
4218,1565,888,2717,2332,1024,1602
4385,1470,1042,3103,2483,1007,1653
4606,1449,1066,2675,2363,1004,1395
4610,1350,1112,2801,2218,1032,1521
5195,1813,1323,3107,2806,1142,1805
7442,2510,2320,5203,4049,1869,3512
10497,3598,3272,7274,4885,2747,6773
7498,2534,2004,4853,3635,1842,5196
5039,1556,962,2768,2182,1191,2734
5106,1458,762,2628,1955,1035,2255
3736,1031,563,1933,1329,762,1610
1176,477,243,656,514,332,723
425,165,99,237,181,108,185
18,10,5,7,4,1,2
2,0,0,0,6,0,0
430,652,267,616,710,337,532
1740,2233,1539,2716,2706,1505,2587
6115,3640,3443,7352,4160,2890,6853
3732,2243,1457,4303,3004,1496,3658
3147,1688,1025,2582,2615,1010,1606
4069,1790,926,2453,2629,1023,1519
4342,1774,997,2845,2704,1212,1621
4814,1645,1264,3127,2989,1098,1705
4940,1557,1209,2714,2925,1025,1456
5010,1634,1185,2550,2889,1079,1614
5528,1957,1447,3310,3544,1221,2055
7810,2918,2268,5354,4822,1878,3727
11227,3589,3345,7708,5478,2769,6886
7770,2553,1905,4744,3642,1748,5272
5552,1718,1052,2905,2383,1107,2862
5375,1485,937,2936,2102,1106,2512
3735,1181,568,2050,1536,800,1690
1188,447,238,649,504,324,746
492,188,122,290,196,133,224
29,10,5,5,1,0,0
2,0,0,0,8,0,0
461,668,288,599,742,388,516
1795,2106,1594,2789,2728,1490,2668
5993,3648,3380,7196,4333,2880,6794
3763,2235,1504,4317,3252,1445,3694
3218,1715,1042,2541,2773,1144,1624
4252,1801,1063,2539,2959,1112,1514
4619,1824,1058,2959,3121,1217,1672
5021,1897,1284,3172,3439,1185,1621
5049,1639,1209,2810,3178,1049,1558
5313,1620,1222,2713,3068,1054,1658
5737,2074,1528,3321,3707,1157,2079
8434,2770,2355,5395,4845,1904,3799
11542,3643,3261,7736,5523,2731,6906
8117,2592,2012,4893,3731,1828,5333
5496,1780,1069,2823,2400,1200,2834
5648,1514,1027,3118,2170,1105,2490
4087,1241,650,2145,1670,866,1772
1232,475,288,677,548,319,689
457,188,116,266,199,113,240
18,12,2,8,2,2,0
0,0,0,0,8,0,0
431,648,292,622,719,432,515
1789,2186,1463,2751,2671,1463,2514
5991,3799,3409,7169,4502,2835,6902
3725,2365,1401,4305,3671,1504,3571
3252,1861,1075,2610,3427,1080,1649
4233,1950,949,2432,3572,1180,1410
4493,1766,988,2955,3717,1192,1608
5023,1825,1271,3113,4191,1203,1688
5241,1733,1212,2782,4272,1025,1550
5208,1590,1218,2690,3889,1107,1638
5930,2094,1476,3375,4375,1271,2031
8287,2888,2274,5461,5541,1917,3738
11792,3590,3229,7663,5882,2684,6847
8251,2592,1900,4867,3871,1841,5002
5684,1780,1072,3067,2470,1157,2847
5703,1533,994,3024,2228,1105,2470
4237,1286,754,2294,1704,800,1837
1333,502,298,797,620,388,800
880,259,183,466,364,211,295
30,24,9,10,7,4,0
0,0,0,0,7,0,0
458,640,256,625,689,389,482
1707,2080,1457,2699,2544,1483,2501
5816,3633,3226,6918,4397,2846,6637
3681,2250,1470,4279,3654,1520,3515
3425,1823,1016,2465,3381,1170,1583
4231,1987,996,2729,3545,1206,1554
4937,1859,1073,3103,3660,1197,1775
5266,1914,1274,3379,4232,1289,1721
5939,1807,1342,3103,4266,1093,1761
5784,1757,1383,3000,4171,1229,1887
6418,2068,1554,3783,3889,1298,2047
9399,2852,2429,5752,5109,1982,4032
13628,3798,3362,7819,5742,2839,6986
9604,2787,2037,5030,3844,1958,5313
6546,1832,1049,3040,2470,1406,2759
6392,1715,1041,3318,2472,1411,2662
5773,1511,834,2552,1798,1115,2158
2377,739,388,1050,768,568,1022
844,352,207,424,396,230,566
23,20,6,11,3,2,5
0,2,0,0,6,0,0
356,509,144,459,440,347,267
539,835,338,1323,1033,802,736
1315,1505,643,1987,2072,786,1050
2173,1914,787,2682,3414,1129,1324
3787,2176,1131,2790,4170,1316,1508
6458,2482,1495,3358,5153,1566,1945
6478,2238,1507,4085,5361,1594,1959
7432,2377,1746,3794,6228,1772,2020
8302,2341,2013,3615,6557,1700,1928
9069,2225,2026,3617,6381,1615,2218
9716,2383,2202,3932,6528,1703,2502
11577,2896,2285,4722,6641,2092,3417
10418,2602,2135,4388,5736,2079,3618
7996,2052,1557,3083,3714,1687,3441
6875,1716,1189,2802,2846,1457,3011
6901,1818,1138,2688,2704,1311,3094
5647,1510,952,2301,2127,1245,2561
2249,904,476,1048,1023,612,1455
445,150,109,219,225,185,217
15,10,7,6,3,3,2
0,0,0,0,5,0,0
314,322,122,408,405,294,389
479,737,266,784,913,655,576
934,1153,465,1476,1889,632,864
1806,1684,620,2063,3253,890,1082
2973,1894,932,2091,4434,1006,1286
5290,2361,1228,2603,5153,1365,1719
5448,2048,1176,2841,5205,1364,1631
6089,2193,1500,3035,6079,1371,1810
7207,2227,1712,2834,6637,1381,1817
7522,2207,1690,2832,6422,1399,1837
7846,2319,1788,2961,5783,1310,2182
8811,2614,1768,3465,5822,1626,2623
7569,2356,1612,3075,4719,1557,2858
6210,1835,1119,2389,3178,1326,2452
5136,1542,926,1870,2342,1130,2270
4706,1335,779,1907,1850,1175,2157
3393,1047,592,1319,1271,1003,1434
1049,485,238,605,603,443,769
400,153,89,242,180,101,188
20,9,3,4,3,0,0
2,0,0,0,4,0,0
444,1023,319,644,926,459,570
2054,3724,1631,3185,4573,2341,2892
5905,3697,3335,6630,4273,2924,6978
3483,2235,1384,3859,3901,1462,3349
2849,1640,879,2243,3499,973,1549
3500,1644,852,2171,3525,878,1395
3877,1508,898,2387,3805,918,1419
4025,1401,1012,2608,3780,900,1428
4193,1471,1025,2476,3705,869,1313
4339,1471,1067,2503,3671,1017,1506
5243,2504,1449,3382,4604,1700,2134
7318,3204,2179,5312,6099,2125,3606
10168,3833,3101,7244,6269,2719,6652
7220,2780,1779,4545,3749,1677,5009
4846,1657,881,2668,2300,1057,2526
4701,1357,715,2353,1959,924,2009
3311,1058,525,1745,1518,707,1478
1047,395,175,643,508,296,609
538,162,88,308,207,116,233
28,13,3,7,1,2,0
0,0,2,0,6,0,0
423,928,298,654,826,486,548
1990,3734,1725,3124,4479,2210,2965
6032,3742,3387,7050,4349,3059,6837
3762,2281,1554,4426,3750,1535,3717
3065,1468,927,2415,2558,963,1443
3595,1455,847,2253,2455,902,1310
4078,1608,848,2429,2942,988,1543
4327,1477,1088,2706,3089,962,1404
4244,1423,967,2571,3124,882,1258
4719,1377,1034,2477,3063,1002,1482
5683,2411,1519,3552,4268,1652,2030
8104,3108,2349,5360,6169,2177,3656
11657,4037,3306,7727,6404,2891,6663
8392,2701,1931,4917,4054,1739,5066
5530,1706,1020,2873,2312,1072,2403
5410,1494,874,2723,2128,1017,2094
4286,1254,570,2083,1740,844,1549
1341,437,251,742,587,362,703
492,173,110,253,208,110,175
15,15,5,6,5,2,0
2,0,0,0,4,0,0
440,935,279,651,861,419,531
1940,3709,1639,3189,4293,2175,2838
5943,3898,3402,7004,4438,3013,6910
3611,2237,1453,4138,3751,1420,3712
3037,1635,892,2434,2811,983,1442
3615,1719,851,2475,2801,946,1335
3887,1613,942,2639,3175,1002,1496
4262,1664,1082,2883,3392,1033,1500
4439,1533,1055,2501,3231,979,1426
4284,1497,978,2631,3091,985,1504
5413,2599,1531,3583,4396,1654,2203
7633,3226,2239,5466,6234,2115,3725
11126,4105,3224,7746,6184,2896,6781
7840,2739,1854,4853,3900,1729,5033
5199,1813,1023,3055,2429,1119,2577
5266,1583,848,3005,2174,1038,2305
3947,1233,602,2114,1717,849,1727
1303,465,238,711,618,332,674
471,193,127,262,210,139,223
22,11,1,8,2,3,0
0,0,0,2,1,0,0
456,881,321,675,824,460,547
2031,3676,1658,3189,4195,2238,2847
5936,3917,3425,6904,4597,2942,6888
3707,2366,1418,4312,4232,1523,3648
3049,1670,936,2550,3357,1045,1499
3704,1657,861,2283,3288,951,1348
3939,1648,976,2600,3661,949,1536
4328,1540,1113,2707,3909,1031,1409
4387,1578,1050,2711,3956,976,1349
4541,1540,1031,2497,3853,1103,1564
5407,2572,1404,3543,4814,1663,2009
7740,3153,2309,5243,6505,2178,3667
11356,4222,3253,7938,6793,2876,6785
7638,2690,1931,4884,3975,1807,5132
5519,1804,1051,2965,2546,1205,2711
5381,1543,839,2955,2336,1038,2404
4024,1292,606,2290,1810,830,1750
1312,538,260,808,605,368,746
709,234,151,375,294,195,286
23,12,5,2,6,2,1
0,0,0,0,5,0,0
467,950,307,626,857,519,547
1998,3749,1641,3172,4450,2251,2868
6106,3952,3383,6755,4549,2977,6763
3594,2337,1483,4012,4051,1489,3518
3333,1844,1039,2552,3866,1071,1508
4145,1849,845,2583,3965,996,1413
4600,1765,1077,2688,4188,1175,1625
5089,1801,1139,2967,4651,1091,1622
4977,1700,1080,2837,4652,965,1521
5013,1677,1247,2753,4693,1185,1666
6404,2647,1609,3748,5582,1700,2148
8802,3509,2474,5676,6963,2240,4078
12797,4360,3522,7844,7375,2997,7134
8957,2737,2050,5064,4436,2078,5447
6195,1816,1128,3078,2748,1321,3008
6301,1775,941,3167,2563,1340,2629
5093,1381,755,2394,2092,1024,2127
1905,665,269,968,799,544,1070
968,352,193,458,397,236,558
31,19,9,9,8,4,1
2,0,0,0,5,0,0
465,840,263,585,734,438,474
1649,3117,1298,2526,3324,2043,2129
4331,3108,2635,5098,3736,2244,4640
2854,2030,1164,2985,3562,1264,2288
3478,2026,1111,2402,4157,1249,1555
5402,2262,1206,2604,4693,1362,1578
5973,1872,1282,2780,4625,1339,1778
6303,1899,1517,2900,5390,1393,1685
6767,1913,1496,2795,5232,1290,1757
7253,1992,1558,2927,5316,1507,2077
8265,2866,1986,3685,6048,1892,2602
11269,3490,2766,5116,7147,2442,3996
13760,4266,3062,6566,7053,2828,6082
9136,2488,1741,3908,4251,1769,4336
6671,1737,1155,2527,2506,1415,3030
6528,1740,1078,2645,2517,1262,2742
5924,1421,961,2353,2187,1143,2460
2510,806,422,1178,963,650,1499
498,172,101,258,210,102,258
19,6,3,6,4,3,0
2,2,0,0,1,0,0
294,381,167,384,409,343,297
503,746,279,722,860,698,613
1107,1190,521,1718,1752,713,956
1969,1647,621,2111,3051,866,1079
3160,1873,959,2111,3957,1030,1154
5543,2236,1217,2533,4719,1280,1587
5882,2187,1231,3421,5100,1297,1766
6682,2148,1431,3355,5220,1389,1733
7299,2175,1587,2978,5246,1400,1707
7796,2060,1539,2675,5298,1260,1889
8204,2126,1664,3039,4972,1305,2087
9475,2268,1701,3626,4813,1648,2775
8369,1990,1577,3207,3845,1635,2783
6283,1628,1122,2426,2656,1270,2423
5411,1546,955,2153,2053,1159,2126
5047,1402,813,2068,1828,1148,1922
3536,943,578,1363,1271,749,1461
1241,450,332,670,572,373,983
374,130,106,263,177,100,205
21,4,3,8,5,1,0
2,0,0,0,6,0,0
469,949,314,676,944,565,562
2043,3692,1629,3265,4434,2469,2823
6036,3909,3349,7198,4284,2957,6982
3499,2211,1436,4143,3232,1507,3723
2968,1560,858,2514,2221,944,1527
3530,1507,833,2183,2126,883,1364
3616,1502,918,2562,2646,962,1502
3987,1454,1089,2795,2436,940,1482
4019,1385,969,2515,2350,840,1299
4234,1520,1038,2650,2319,1001,1498
4879,2265,1391,3624,3460,1253,1984
7314,3119,2241,5398,5253,2335,3747
10291,4086,3192,7613,6067,3001,6709
7300,2598,1766,4763,3817,1897,5019
4835,1597,976,2896,2255,1085,2514
4568,1487,769,2727,2078,989,2182
3360,1044,535,1869,1572,773,1468
1050,424,222,638,552,301,602
420,125,106,275,193,101,181
26,12,2,4,2,2,0
2,0,0,0,7,0,2
469,920,326,654,849,513,518
2076,3709,1654,3422,4397,2250,2908
6238,4018,3502,7520,4460,3162,7113
3779,2296,1620,4692,3496,1570,3860
3097,1608,951,2719,2275,994,1566
3538,1464,811,2338,2241,938,1276
3931,1472,949,2742,2588,930,1498
3968,1448,1039,2940,2713,1022,1395
3953,1417,911,2791,2507,884,1355
4230,1484,1020,2761,2431,908,1449
4997,2218,1389,3628,3606,1314,1984
7474,3171,2300,5886,5569,2439,3747
10769,3867,3334,8315,6290,3067,6630
7403,2661,1871,5133,4007,1818,5102
4926,1598,1025,3050,2302,1023,2475
5116,1479,829,3052,2133,1099,2224
3642,1133,594,2161,1603,828,1376
1132,410,265,728,577,319,577
451,187,96,309,204,103,180
26,18,2,5,3,2,0
2,1,0,0,4,2,0
460,873,286,634,821,453,518
2063,3669,1688,3303,4340,2214,2927
6275,3875,3509,7379,4423,3047,7121
3769,2344,1523,4638,3430,1491,3793
3164,1574,1013,2676,2444,996,1506
3763,1636,840,2469,2424,1026,1379
4270,1576,954,2997,2809,1104,1571
4387,1557,1147,3078,2827,1093,1524
4386,1456,1013,2671,2784,966,1369
4377,1599,1126,2729,2591,1127,1539
5231,2328,1401,3610,3705,1273,1923
7718,3371,2299,5784,5398,2264,3591
11507,3962,3310,8181,6398,2872,6852
8070,2746,1950,5137,3974,1812,5144
5304,1724,986,3120,2382,1191,2758
5641,1570,899,3216,2381,1118,2277
4058,1206,621,2252,1736,803,1652
1212,411,232,806,532,366,678
532,179,126,296,247,163,216
27,13,7,8,3,0,2
0,0,0,2,4,0,4
472,879,293,638,881,504,519
1991,3691,1688,3441,4158,2197,2883
6128,3935,3444,7409,4415,3052,7117
3837,2397,1549,4474,3496,1534,3616
3047,1758,994,2727,2415,1092,1585
3798,1741,873,2381,2419,954,1342
4104,1618,992,2818,2702,996,1529
4213,1556,1001,2954,2793,959,1435
4123,1481,1031,2672,2765,886,1357
4562,1519,1128,2887,2745,1002,1454
5413,2292,1360,3628,3696,1302,1980
7677,3235,2253,5713,5584,2207,3561
11459,4128,3324,8175,6558,3027,6707
7901,2577,1947,4882,3935,1788,5091
5395,1632,983,3173,2534,1159,2649
5525,1627,926,3215,2410,1143,2397
4173,1228,627,2440,1845,926,1764
1346,497,247,743,632,338,723
887,312,174,442,356,223,342
37,23,5,6,7,4,0
0,0,0,0,8,2,0
505,922,302,695,833,466,523
2054,3605,1656,3285,4270,2228,2894
6032,3827,3400,6952,4423,2952,6813
3793,2237,1538,4222,3137,1501,3414
3207,1785,1013,2739,2550,1040,1515
4049,1812,986,2634,2452,1001,1344
4398,1836,1009,2993,2808,1088,1615
4587,1805,1147,3215,2992,1156,1613
4915,1591,1173,2930,2913,1047,1558
4953,1657,1278,3077,3134,1263,1688
6082,2634,1589,4003,4397,1597,2261
8798,3808,2564,5725,6287,2510,4031
13075,4330,3363,7981,7044,3057,6907
8870,2779,2099,4926,4058,1892,5461
6257,1824,1126,3211,2672,1468,3036
6212,1686,1061,3308,2361,1332,2746
5769,1513,872,2569,2094,1197,2423
2229,687,381,1066,796,567,1090
710,260,142,386,281,221,393
36,14,4,17,3,4,0
0,0,0,0,5,0,0
346,465,175,437,415,386,258
572,835,318,928,822,781,657
1160,1282,563,1945,1635,671,933
2016,1670,798,2313,2567,1022,1118
3935,2024,1147,2463,3020,1266,1384
6050,2462,1553,3106,3587,1609,1693
6291,2171,1361,3456,3579,1591,1766
7147,2250,1720,3662,3969,1532,1815
7974,2137,1919,3291,3814,1563,1884
8655,2018,2020,3296,3657,1593,1992
8946,2038,2036,3420,3927,1506,2295
10349,2393,1958,3908,4146,1813,3069
9356,2107,1750,3657,3710,1714,3556
7253,1578,1231,2540,2698,1319,3163
6265,1280,1025,2143,2078,1092,2611
5917,1323,966,2289,1884,1090,2647
4898,1100,780,1909,1505,877,2507
1918,622,318,821,704,526,1060
689,247,167,360,272,206,377
18,12,9,5,2,1,1
0,0,0,0,5,0,0
319,332,126,323,360,336,241
513,657,298,680,662,655,490
988,1088,433,1276,1258,614,729
1908,1650,724,1656,2469,912,963
3359,2050,1164,1899,3458,1084,1278
5719,2378,1452,2393,4078,1516,1613
5479,2124,1511,2661,3759,1437,1541
6259,2006,1620,2707,4195,1503,1648
7361,2154,1892,2583,4258,1446,1741
8130,2042,1995,2448,4257,1570,1964
8630,2161,2225,2638,4268,1543,2393
9386,2337,2013,2996,4215,1691,3271
8496,2103,1681,2810,3690,1573,3600
6827,1605,1314,2296,2738,1272,3615
6182,1490,1058,1821,2094,1182,3096
5637,1322,957,2006,1869,1078,2919
4387,1117,895,1346,1317,935,2283
1624,579,416,730,727,515,1196
645,246,170,370,318,274,399
24,26,9,14,1,2,3
2,0,0,0,3,0,0
314,376,110,382,377,373,220
493,727,310,622,866,808,623
1037,1105,535,1121,1484,595,854
1658,1473,772,1499,2578,802,1056
3237,2077,1175,1972,3566,1213,1424
